Region Name,Region N,Season Name,Season N,TH,hits,misses,false alarms,correct negatives,POD,FAR,CSI,ETS
MidWest,1,JJA,1,1.000000,249,20,9173,5335276,0.925651,0.973572,0.026372,0.026323
MidWest,1,JJA,1,1.500000,237,32,6148,5335276,0.881041,0.962882,0.036933,0.036885
MidWest,1,JJA,1,2.000000,212,57,4113,5335276,0.788104,0.950983,0.048380,0.048332
MidWest,1,JJA,1,2.500000,204,65,3698,5335276,0.758364,0.947719,0.051424,0.051377
MidWest,1,JJA,1,5.000000,167,102,2174,5335276,0.620818,0.928663,0.068359,0.068314
MidWest,1,JJA,1,7.500000,155,114,1649,5335276,0.576208,0.914080,0.080813,0.080770
MidWest,1,JJA,1,10.000000,145,124,1294,5335276,0.539033,0.899236,0.092770,0.092728
MidWest,1,JJA,1,15.000000,119,150,1040,5335276,0.442379,0.897325,0.090909,0.090869
MidWest,1,JJA,1,25.000000,91,178,657,5335276,0.338290,0.878342,0.098272,0.098235
MidWest,1,JJA,1,30.000000,83,186,580,5335276,0.308550,0.874811,0.097762,0.097727
MidWest,1,JJA,1,40.000000,73,196,462,5335276,0.271375,0.863551,0.099863,0.099830
MidWest,1,JJA,1,50.000000,69,200,370,5335276,0.256506,0.842825,0.107981,0.107950
MidWest,1,JJA,1,75.000000,57,212,282,5335276,0.211896,0.831858,0.103448,0.103420
MidWest,1,JJA,1,100.000000,47,222,208,5335276,0.174721,0.815686,0.098532,0.098508
MidWest,1,SON,2,1.000000,126,7,3823,5446502,0.947368,0.968093,0.031850,0.031827
MidWest,1,SON,2,1.500000,121,12,2642,5446502,0.909774,0.956207,0.043604,0.043580
MidWest,1,SON,2,2.000000,109,24,1816,5446502,0.819549,0.943377,0.055926,0.055903
MidWest,1,SON,2,2.500000,106,27,1672,5446502,0.796992,0.940382,0.058726,0.058703
MidWest,1,SON,2,5.000000,90,43,1092,5446502,0.676692,0.923858,0.073469,0.073448
MidWest,1,SON,2,7.500000,84,49,885,5446502,0.631579,0.913313,0.082515,0.082493
MidWest,1,SON,2,10.000000,78,55,705,5446502,0.586466,0.900383,0.093079,0.093058
MidWest,1,SON,2,15.000000,71,62,582,5446502,0.533835,0.891271,0.099301,0.099281
MidWest,1,SON,2,25.000000,53,80,387,5446502,0.398496,0.879545,0.101923,0.101905
MidWest,1,SON,2,30.000000,49,84,341,5446502,0.368421,0.874359,0.103376,0.103358
MidWest,1,SON,2,40.000000,44,89,266,5446502,0.330827,0.858065,0.110276,0.110259
MidWest,1,SON,2,50.000000,36,97,211,5446502,0.270677,0.854251,0.104651,0.104635
MidWest,1,SON,2,75.000000,32,101,155,5446502,0.240602,0.828877,0.111111,0.111097
MidWest,1,SON,2,100.000000,22,111,113,5446502,0.165414,0.837037,0.089431,0.089419
MidWest,1,DJF,3,1.000000,25,17,473,2534917,0.595238,0.949799,0.048544,0.048528
MidWest,1,DJF,3,1.500000,11,31,266,2534917,0.261905,0.960289,0.035714,0.035700
MidWest,1,DJF,3,2.000000,7,35,172,2534917,0.166667,0.960894,0.032710,0.032697
MidWest,1,DJF,3,2.500000,7,35,158,2534917,0.166667,0.957576,0.035000,0.034987
MidWest,1,DJF,3,5.000000,3,39,99,2534917,0.071429,0.970588,0.021277,0.021265
MidWest,1,DJF,3,7.500000,2,40,79,2534917,0.047619,0.975309,0.016529,0.016518
MidWest,1,DJF,3,10.000000,2,40,69,2534917,0.047619,0.971831,0.018018,0.018008
MidWest,1,DJF,3,15.000000,2,40,64,2534917,0.047619,0.969697,0.018868,0.018858
MidWest,1,DJF,3,25.000000,0,42,56,2534917,0.000000,1.000000,0.000000,-0.000009
MidWest,1,DJF,3,30.000000,0,42,51,2534917,0.000000,1.000000,0.000000,-0.000009
MidWest,1,DJF,3,40.000000,0,42,47,2534917,0.000000,1.000000,0.000000,-0.000009
MidWest,1,DJF,3,50.000000,0,42,47,2534917,0.000000,1.000000,0.000000,-0.000009
MidWest,1,DJF,3,75.000000,0,42,42,2534917,0.000000,1.000000,0.000000,-0.000008
MidWest,1,DJF,3,100.000000,0,42,35,2534917,0.000000,1.000000,0.000000,-0.000008
